1;1;1
1;2;2
1;3;3
1;4;4
1;5;5
1;6;6
1;7;7
1;8;7
1;9;7
1;10;7
1;11;7
1;12;7
1;13;7
1;14;8
1;15;9
1;16;10
1;17;11
1;18;12
1;19;13
3;20;15
3;21;17
3;22;19
3;23;21
3;24;23
3;25;25
3;26;25
3;27;25
3;28;25
3;29;25
3;30;25
3;31;27
3;32;29
3;33;31
3;34;33
5;35;36
5;36;39
5;37;42
5;38;45
5;39;48
5;40;51
5;41;51
5;42;51
5;43;51
5;44;51
5;45;54
5;46;57
5;47;60
5;48;63
7;49;67
7;50;71
7;51;75
7;52;79
7;53;83
7;54;83
7;55;83
7;56;83
7;57;83
7;58;87
7;59;91
7;60;95
9;61;100
9;62;105
9;63;110
9;64;115
9;65;120
9;66;120
9;67;120
9;68;120
9;69;120
9;70;125
9;71;130
9;72;135
11;73;141
11;74;147
11;75;153
11;76;159
11;77;159
11;78;159
11;79;159
11;80;165
11;81;171
11;82;177
13;83;184
13;84;191
13;85;198
13;86;205
13;87;205
13;88;205
13;89;205
13;90;212
13;91;219
13;92;226
15;93;234
15;94;242
15;95;250
15;96;258
15;97;258
15;98;258
15;99;258
15;100;266
15;101;274
17;102;283
17;103;292
17;104;301
17;105;310
17;106;310
17;107;310
17;108;310
17;109;319
17;110;328
19;111;338
19;112;348
19;113;358
19;114;368
19;115;368
19;116;368
19;117;368
19;118;378
19;119;388
21;120;399
21;121;410
21;122;421
21;123;432
21;124;432
21;125;432
21;126;443
21;127;454
23;128;466
23;129;478
23;130;490
23;131;490
23;132;490
23;133;502
23;134;514
25;135;527
25;136;540
25;137;553
25;138;553
25;139;553
25;140;566
25;141;579
27;142;593
27;143;607
27;144;621
27;145;621
27;146;621
27;147;635
27;148;649
29;149;664
29;150;679
29;151;694
29;152;694
29;153;694
29;154;709
29;155;724
31;156;740
31;157;756
31;158;772
31;159;772
31;160;772
31;161;788
31;162;804
33;163;821
33;164;838
33;165;855
33;166;855
33;167;855
33;168;872
33;169;889
35;170;907
35;171;925
35;172;943
35;173;943
35;174;943
35;175;961
35;176;979
37;177;998
37;178;1017
37;179;1036
37;180;1036
37;181;1036
37;182;1055
37;183;1074
39;184;1094
39;185;1114
39;186;1134
39;187;1134
39;188;1134
39;189;1154
41;190;1175
41;191;1196
41;192;1217
41;193;1217
41;194;1217
41;195;1238
43;196;1260
43;197;1282
43;198;1282
43;199;1282
43;200;1304
45;201;1327
45;202;1350
45;203;1350
45;204;1350
45;205;1373
47;206;1397
47;207;1421
47;208;1421
47;209;1421
47;210;1445
49;211;1470
49;212;1495
49;213;1495
49;214;1495
49;215;1520
51;216;1546
51;217;1572
51;218;1572
51;219;1572
51;220;1598
53;221;1625
53;222;1652
53;223;1652
53;224;1652
53;225;1679
55;226;1707
55;227;1735
55;228;1735
55;229;1735
55;230;1763
57;231;1792
57;232;1821
57;233;1821
57;234;1850
59;235;1880
59;236;1910
59;237;1910
59;238;1940
61;239;1971
61;240;2002
61;241;2002
61;242;2033
63;243;2065
63;244;2097
63;245;2097
63;246;2129
65;247;2162
65;248;2195
65;249;2195
65;250;2228
67;251;2262
67;252;2296
67;253;2296
67;254;2330
69;255;2365
69;256;2400
69;257;2400
69;258;2435
71;259;2471
71;260;2507
71;261;2507
71;262;2543
73;263;2580
73;264;2617
73;265;2617
73;266;2654
75;267;2692
75;268;2730
75;269;2730
75;270;2768
77;271;2807
77;272;2846
77;273;2846
77;274;2885
79;275;2925
79;276;2965
79;277;2965
79;278;3005
81;279;3046
81;280;3087
81;281;3087
81;282;3128
83;283;3170
83;284;3212
83;285;3212
83;286;3254
85;287;3297
85;288;3340
85;289;3340
85;290;3383
87;291;3427
87;292;3471
87;293;3471
87;294;3515
89;295;3560
89;296;3605
89;297;3605
89;298;3650
91;299;3696
91;300;3742
91;301;3742
91;302;3788
93;303;3835
93;304;3882
93;305;3882
93;306;3929
95;307;3977
95;308;4025
95;309;4025
95;310;4073
97;311;4122
97;312;4171
97;313;4171
97;314;4220
99;315;4270
99;316;4320
99;317;4320
99;318;4370
101;319;4421
101;320;4472
101;321;4472
101;322;4523
103;323;4575
103;324;4627
103;325;4627
103;326;4679
105;327;4732
105;328;4785
105;329;4785
105;330;4838
107;331;4892
107;332;4946
107;333;4946
107;334;5000
109;335;5055
109;336;5110
109;337;5110
109;338;5165
111;339;5221
111;340;5277
111;341;5277
111;342;5333
113;343;5390
113;344;5447
113;345;5447
113;346;5504
115;347;5562
115;348;5562
115;349;5620
117;350;5679
117;351;5679
117;352;5738
119;353;5798
119;354;5798
119;355;5858
121;356;5919
121;357;5919
121;358;5980
123;359;6042
123;360;6042
123;361;6104
125;362;6167
125;363;6167
125;364;6230
127;365;6294
127;366;6294
127;367;6358
129;368;6423
129;369;6423
129;370;6488
131;371;6554
131;372;6554
131;373;6620
133;374;6687
133;375;6687
133;376;6754
135;377;6822
135;378;6822
135;379;6890
137;380;6959
137;381;6959
137;382;7028
139;383;7098
139;384;7098
139;385;7168
141;386;7239
141;387;7239
141;388;7310
143;389;7382
143;390;7382
143;391;7454
145;392;7527
145;393;7527
145;394;7600
147;395;7674
147;396;7674
147;397;7748
149;398;7823
149;399;7823
149;400;7898
151;401;7974
151;402;7974
151;403;8050
153;404;8127
153;405;8127
153;406;8204
155;407;8282
155;408;8282
155;409;8360
157;410;8439
157;411;8439
157;412;8518
159;413;8598
159;414;8598
159;415;8678
161;416;8759
161;417;8759
161;418;8840
163;419;8922
163;420;8922
163;421;9004
165;422;9087
165;423;9087
165;424;9170
167;425;9254
167;426;9254
167;427;9338
169;428;9423
169;429;9423
169;430;9508
171;431;9594
171;432;9594
171;433;9680
173;434;9767
173;435;9767
173;436;9854
175;437;9942
175;438;9942
175;439;10030
177;440;10119
177;441;10119
177;442;10208
179;443;10298
179;444;10298
179;445;10388
181;446;10479
181;447;10479
181;448;10570
183;449;10662
183;450;10662
183;451;10754
185;452;10847
185;453;10847
185;454;10940
187;455;11034
187;456;11034
187;457;11128
189;458;11223
189;459;11223
189;460;11318
191;461;11414
191;462;11414
191;463;11510
193;464;11607
193;465;11607
193;466;11704
195;467;11802
195;468;11802
195;469;11900
197;470;11999
197;471;11999
197;472;12098
199;473;12198
199;474;12198
199;475;12298
201;476;12399
201;477;12399
201;478;12500
203;479;12602
203;480;12602
203;481;12704
205;482;12807
205;483;12807
205;484;12910
207;485;13014
207;486;13014
207;487;13118
209;488;13223
209;489;13223
209;490;13328
211;491;13434
211;492;13434
211;493;13540
213;494;13647
213;495;13647
213;496;13754
215;497;13862
215;498;13862
215;499;13970
217;500;14079
217;501;14079
217;502;14188
219;503;14298
219;504;14298
219;505;14408
221;506;14519
221;507;14519
221;508;14630
223;509;14742
223;510;14742
223;511;14854
225;512;14967
225;513;14967
225;514;15080
227;515;15194
227;516;15194
227;517;15308
229;518;15423
229;519;15423
229;520;15538
231;521;15654
231;522;15654
231;523;15770
233;524;15887
233;525;15887
233;526;16004
235;527;16122
235;528;16122
235;529;16240
237;530;16359
237;531;16359
237;532;16478
239;533;16598
239;534;16598
239;535;16718
241;536;16839
241;537;16839
241;538;16960
243;539;17082
243;540;17082
