1;12
2;24
3;36
4;48
5;60
6;72
7;84
8;96
9;108
10;120
11;132
12;144
13;156
14;168
15;180
16;192
17;204
18;216
19;228
20;240
21;252
22;264
23;287
24;299
25;311
26;323
27;335
28;347
29;359
30;383
31;395
32;407
33;419
34;431
35;443
36;455
37;480
38;492
39;504
40;516
41;528
42;540
43;552
44;564
45;590
46;602
47;614
48;626
49;638
50;650
51;662
52;674
53;701
54;713
55;725
56;737
57;749
58;761
59;773
60;785
61;797
62;825
63;837
64;849
65;861
66;873
67;885
68;897
69;909
70;921
71;950
72;962
73;974
74;986
75;998
76;1010
77;1022
78;1034
79;1046
80;1058
81;1088
82;1100
83;1112
84;1124
85;1136
86;1148
87;1160
88;1172
89;1184
90;1196
91;1227
92;1239
93;1251
94;1263
95;1275
96;1287
97;1299
98;1311
99;1323
100;1335
101;1347
102;1379
103;1391
104;1403
105;1415
106;1427
107;1439
108;1451
109;1463
110;1475
111;1487
112;1499
113;1532
114;1544
115;1556
116;1568
117;1580
118;1592
119;1604
120;1616
121;1628
122;1640
123;1652
124;1664
125;1698
126;1710
127;1722
128;1734
129;1746
130;1758
131;1770
132;1782
133;1794
134;1806
135;1818
136;1830
137;1865
138;1877
139;1889
140;1901
141;1913
142;1925
143;1937
144;1949
145;1961
146;1973
147;1985
148;1997
149;2009
150;2045
151;2057
152;2069
153;2081
154;2093
155;2105
156;2117
157;2129
158;2141
159;2153
160;2165
161;2177
162;2189
163;2226
164;2238
165;2250
166;2262
167;2274
168;2286
169;2298
170;2310
171;2322
172;2334
173;2346
174;2358
175;2370
176;2382
177;2420
178;2432
179;2444
180;2456
181;2468
182;2480
183;2492
184;2504
185;2516
186;2528
187;2540
188;2552
189;2564
190;2576
191;2615
192;2627
193;2639
194;2651
195;2663
196;2675
197;2687
198;2699
199;2711
200;2723
201;2735
202;2747
203;2759
204;2771
205;2783
206;2823
207;2835
208;2847
209;2859
210;2871
211;2883
212;2895
213;2907
214;2919
215;2931
216;2943
217;2955
218;2967
219;2979
220;2991
221;3032
222;3044
223;3056
224;3068
225;3080
226;3092
227;3104
228;3116
229;3128
230;3140
231;3152
232;3164
233;3176
234;3188
235;3200
236;3212
237;3254
238;3266
239;3278
240;3290
241;3302
242;3314
243;3326
244;3338
245;3350
246;3362
247;3374
248;3386
249;3398
250;3410
251;3422
252;3434
253;3477
254;3489
255;3501
256;3513
257;3525
258;3537
259;3549
260;3561
261;3573
262;3585
263;3597
264;3609
265;3621
266;3633
267;3645
268;3657
269;3669
270;3713
271;3725
272;3737
273;3749
274;3761
275;3773
276;3785
277;3797
278;3809
279;3821
280;3833
281;3845
282;3857
283;3869
284;3881
285;3893
286;3905
287;3950
288;3962
289;3974
290;3986
291;3998
292;4010
293;4022
294;4034
295;4046
296;4058
297;4070
298;4082
299;4094
300;4106
301;4118
302;4130
303;4142
304;4154
305;4200
306;4212
307;4224
308;4236
309;4248
310;4260
311;4272
312;4284
313;4296
314;4308
315;4320
316;4332
317;4344
318;4356
319;4368
320;4380
321;4392
322;4404
323;4451
324;4463
325;4475
326;4487
327;4499
328;4511
329;4523
330;4535
331;4547
332;4559
333;4571
334;4583
335;4595
336;4607
337;4619
338;4631
339;4643
340;4655
341;4667
342;4715
343;4727
344;4739
345;4751
346;4763
347;4775
348;4787
349;4799
350;4811
351;4823
352;4835
353;4847
354;4859
355;4871
356;4883
357;4895
358;4907
359;4919
360;4931
361;4980
362;4992
363;5004
364;5016
365;5028
366;5040
367;5052
368;5064
369;5076
370;5088
371;5100
372;5112
373;5124
374;5136
375;5148
376;5160
377;5172
378;5184
379;5196
380;5208
381;5258
382;5270
383;5282
384;5294
385;5306
386;5318
387;5330
388;5342
389;5354
390;5366
391;5378
392;5390
393;5402
394;5414
395;5426
396;5438
397;5450
398;5462
399;5474
400;5486
401;5537
402;5549
403;5561
404;5573
405;5585
406;5597
407;5609
408;5621
409;5633
410;5645
411;5657
412;5669
413;5681
414;5693
415;5705
416;5717
417;5729
418;5741
419;5753
420;5765
421;5777
422;5829
423;5841
424;5853
425;5865
426;5877
427;5889
428;5901
429;5913
430;5925
431;5937
432;5949
433;5961
434;5973
435;5985
436;5997
437;6009
438;6021
439;6033
440;6045
441;6057
442;6069
443;6122
444;6134
445;6146
446;6158
447;6170
448;6182
449;6194
450;6206
451;6218
452;6230
453;6242
454;6254
455;6266
456;6278
457;6290
458;6302
459;6314
460;6326
461;6338
462;6350
463;6362
464;6374
465;6428
466;6440
467;6452
468;6464
469;6476
470;6488
471;6500
472;6512
473;6524
474;6536
475;6548
476;6560
477;6572
478;6584
479;6596
480;6608
481;6620
482;6632
483;6644
484;6656
485;6668
486;6680
487;6735
488;6747
489;6759
490;6771
491;6783
492;6795
493;6807
494;6819
495;6831
496;6843
497;6855
498;6867
499;6879
500;6891
501;6903
502;6915
503;6927
504;6939
505;6951
506;6963
507;6975
508;6987
509;6999
510;7055
511;7067
512;7079
513;7091
514;7103
515;7115
516;7127
517;7139
518;7151
519;7163
520;7175
521;7187
522;7199
523;7211
524;7223
525;7235
526;7247
527;7259
528;7271
529;7283
530;7295
531;7307
532;7319
533;7376
534;7388
535;7400
536;7412
537;7424
538;7436
539;7448
540;7460
541;7472
542;7484
543;7496
544;7508
545;7520
546;7532
547;7544
548;7556
549;7568
550;7580
551;7592
552;7604
553;7616
554;7628
555;7640
556;7652
557;7710
558;7722
559;7734
560;7746
561;7758
562;7770
563;7782
564;7794
565;7806
566;7818
567;7830
568;7842
569;7854
570;7866
571;7878
572;7890
573;7902
574;7914
575;7926
576;7938
577;7950
578;7962
579;7974
580;7986
581;8045
582;8057
583;8069
584;8081
585;8093
586;8105
587;8117
588;8129
589;8141
590;8153
591;8165
592;8177
593;8189
594;8201
595;8213
596;8225
597;8237
598;8249
599;8261
600;8273
601;8285
602;8297
603;8309
604;8321
605;8333
606;8393
607;8405
608;8417
609;8429
610;8441
611;8453
612;8465
613;8477
614;8489
615;8501
616;8513
617;8525
618;8537
619;8549
620;8561
621;8573
622;8585
623;8597
624;8609
625;8621
626;8633
627;8645
628;8657
629;8669
630;8681
631;8742
632;8754
633;8766
634;8778
635;8790
636;8802
637;8814
638;8826
639;8838
640;8850
641;8862
642;8874
643;8886
644;8898
645;8910
646;8922
647;8934
648;8946
649;8958
650;8970
651;8982
652;8994
653;9006
654;9018
655;9030
656;9042
657;9104
658;9116
659;9128
660;9140
661;9152
662;9164
663;9176
664;9188
665;9200
666;9212
667;9224
668;9236
669;9248
670;9260
671;9272
672;9284
673;9296
674;9308
675;9320
676;9332
677;9344
678;9356
679;9368
680;9380
681;9392
682;9404
683;9467
684;9479
685;9491
686;9503
687;9515
688;9527
689;9539
690;9551
691;9563
692;9575
693;9587
694;9599
695;9611
696;9623
697;9635
698;9647
699;9659
700;9671
701;9683
702;9695
703;9707
704;9719
705;9731
706;9743
707;9755
708;9767
709;9779
710;9843
711;9855
712;9867
713;9879
714;9891
715;9903
716;9915
717;9927
718;9939
719;9951
720;9963
721;9975
722;9987
723;9999
724;10011
725;10023
726;10035
727;10047
728;10059
729;10071
730;10083
731;10095
732;10107
733;10119
734;10131
735;10143
736;10155
737;10220
738;10232
739;10244
740;10256
741;10268
742;10280
743;10292
744;10304
745;10316
746;10328
747;10340
748;10352
749;10364
750;10376
751;10388
752;10400
753;10412
754;10424
755;10436
756;10448
757;10460
758;10472
759;10484
760;10496
761;10508
762;10520
763;10532
764;10544
765;10610
766;10622
767;10634
768;10646
769;10658
770;10670
771;10682
772;10694
773;10706
774;10718
775;10730
776;10742
777;10754
778;10766
779;10778
780;10790
781;10802
782;10814
783;10826
784;10838
785;10850
786;10862
787;10874
788;10886
789;10898
790;10910
791;10922
792;10934
793;11001
794;11013
795;11025
796;11037
797;11049
798;11061
799;11073
800;11085
801;11097
802;11109
803;11121
804;11133
805;11145
806;11157
807;11169
808;11181
809;11193
810;11205
811;11217
812;11229
813;11241
814;11253
815;11265
816;11277
817;11289
818;11301
819;11313
820;11325
821;11337
822;11405
823;11417
824;11429
825;11441
826;11453
827;11465
828;11477
829;11489
830;11501
831;11513
832;11525
833;11537
834;11549
835;11561
836;11573
837;11585
838;11597
839;11609
840;11621
841;11633
842;11645
843;11657
844;11669
845;11681
846;11693
847;11705
848;11717
849;11729
850;11741
851;11810
852;11822
853;11834
854;11846
855;11858
856;11870
857;11882
858;11894
859;11906
860;11918
861;11930
862;11942
863;11954
864;11966
865;11978
866;11990
867;12002
868;12014
869;12026
870;12038
871;12050
872;12062
873;12074
874;12086
875;12098
876;12110
877;12122
878;12134
879;12146
880;12158
881;12228
882;12240
883;12252
884;12264
885;12276
886;12288
887;12300
888;12312
889;12324
890;12336
891;12348
892;12360
893;12372
894;12384
895;12396
896;12408
897;12420
898;12432
899;12444
900;12456
901;12468
902;12480
903;12492
904;12504
905;12516
906;12528
907;12540
908;12552
909;12564
910;12576
911;12647
912;12659
913;12671
914;12683
915;12695
916;12707
917;12719
918;12731
919;12743
920;12755
921;12767
922;12779
923;12791
924;12803
925;12815
926;12827
927;12839
928;12851
929;12863
930;12875
931;12887
932;12899
933;12911
934;12923
935;12935
936;12947
937;12959
938;12971
939;12983
940;12995
941;13007
942;13079
943;13091
944;13103
945;13115
946;13127
947;13139
948;13151
949;13163
950;13175
951;13187
952;13199
953;13211
954;13223
955;13235
956;13247
957;13259
958;13271
959;13283
960;13295
961;13307
962;13319
963;13331
964;13343
965;13355
966;13367
967;13379
968;13391
969;13403
970;13415
971;13427
972;13439
973;13512
974;13524
975;13536
976;13548
977;13560
978;13572
979;13584
980;13596
981;13608
982;13620
983;13632
984;13644
985;13656
986;13668
987;13680
988;13692
989;13704
990;13716
991;13728
992;13740
993;13752
994;13764
995;13776
996;13788
997;13800
998;13812
999;13824
1000;13836
1001;13848
1002;13860
1003;13872
1004;13884
1005;13958
1006;13970
1007;13982
1008;13994
1009;14006
1010;14018
1011;14030
1012;14042
1013;14054
1014;14066
1015;14078
1016;14090
1017;14102
1018;14114
1019;14126
1020;14138
1021;14150
1022;14162
1023;14174
1024;14186
1025;14198
1026;14210
1027;14222
1028;14234
1029;14246
1030;14258
1031;14270
1032;14282
1033;14294
1034;14306
1035;14318
1036;14330
1037;14405
1038;14417
1039;14429
1040;14441
1041;14453
1042;14465
1043;14477
1044;14489
1045;14501
1046;14513
1047;14525
1048;14537
1049;14549
1050;14561
1051;14573
1052;14585
1053;14597
1054;14609
1055;14621
1056;14633
1057;14645
1058;14657
1059;14669
1060;14681
1061;14693
1062;14705
1063;14717
1064;14729
1065;14741
1066;14753
1067;14765
1068;14777
1069;14789
1070;14865
1071;14877
1072;14889
1073;14901
